id,verdict,decided_by,method,score,similarity,train_file,val_file,train_class,val_class,evidence
97,same_scene,unanimous,keypoints,25,0.938,train/n01440764/ILSVRC2012_val_00024327.JPEG,val/n01440764/ILSVRC2012_val_00017700.JPEG,tench,tench,"Same man in a blue beanie holding the same tench by the same lake and reeds; the hold, framing and head angle differ slightly."
98,same_scene,unanimous,keypoints,25,0.927,train/n01440764/n01440764_1995.JPEG,val/n01440764/n01440764_2490.JPEG,tench,tench,Same man in a purple fleece kneeling on the same grassy bank with the same keepnet of fish and blue bag; his pose and the fish he is holding differ.
99,same_scene,unanimous,keypoints,25,0.829,train/n02979186/n02979186_13427.JPEG,val/n02979186/n02979186_13061.JPEG,cassette player,cassette player,"Same silver stereo with a blue display and speakers on the same dark table against the same wall; one is a frontal shot of the whole unit, the other a closer angled shot."
100,different,unanimous,keypoints,25,0.846,train/n03000684/n03000684_4526.JPEG,val/n03000684/n03000684_16611.JPEG,chain saw,chain saw,"Train is a yellow/black chainsaw alone on white, val is an orange/black chainsaw with a separate grey carry case, so these are different products that are both catalog shots on white."
101,different,unanimous,keypoints,25,0.848,train/n03028079/n03028079_7073.JPEG,val/n03028079/n03028079_7471.JPEG,church,church,"Same church facade (twin-tower baroque front, round window, cross) but two separate captures: train is a wide overcast view with parked cars, val is a tighter upward shot under blue sky with clouds, so the lighting and time differ."
102,same_scene,unanimous,keypoints,25,0.94,train/n03394916/n03394916_35469.JPEG,val/n03394916/n03394916_21092.JPEG,French horn,French horn,"Same bald, bearded man in a pink shirt and patterned tie holding the same french horn, but the head tilt, smile and background differ (grey siding on the left in train, red brick and greenery in val), so these are burst portraits from one session."
103,same_scene,unanimous,keypoints,25,0.844,train/n03394916/n03394916_36855.JPEG,val/n03394916/n03394916_34752.JPEG,French horn,French horn,"Same B&W french horn resting on the same carved wooden chair with ornate back panel, shot as a landscape close-up in train and a wider portrait framing in val."
104,same_scene,unanimous,keypoints,25,0.814,train/n03417042/n03417042_12266.JPEG,val/n03417042/n03417042_802.JPEG,garbage truck,garbage truck,"Same mud-splattered green WM garbage truck with white cab and vertical exhaust stack in autumn woods: train is a side view with a person at the cab, val is a close-up of the top and exhaust."
105,different,unanimous,keypoints,25,0.892,train/n03417042/n03417042_18536.JPEG,val/n03417042/n03417042_17142.JPEG,garbage truck,garbage truck,"Same factory yard with red flags and trees, and the same blue long-nose chassis, but train carries a white cylindrical tank body and val a white rectangular compactor box, so these are different vehicles."
106,different,unanimous,keypoints,25,0.824,train/n03417042/n03417042_684.JPEG,val/n03417042/n03417042_25212.JPEG,garbage truck,garbage truck,"Both are rear views of WM trucks with CAUTION striping, but the fleet numbers differ (207258 vs 206652) and so does the setting (road with traffic lights vs residential lot with houses and hills)."
107,different,unanimous,keypoints,25,0.803,train/n03425413/n03425413_4619.JPEG,val/n03425413/n03425413_11470.JPEG,gas pump,gas pump,"Train shows a red Phillips 66 pump beside an orange cabinet, val shows a red Texaco Fire Chief pump with a parking meter and wall signs, so these are different pumps in different rooms."
